date,coin_id,price,volume,market_cap,daily_return_pct,price_7d_ma,volume_7d_ma
2025-11-01,official-trump,7.991404973074318,1154381885.5505106,1598216902.0881426,6.6455842311190505,7.194919708721029,1242922588.0948527
2025-11-02,official-trump,7.75141476253201,724260544.3720781,1550250256.7116818,-3.003104101855869,7.446500397127928,1325658147.311276
2025-11-03,official-trump,7.529035655972422,467236291.2249468,1503629701.6738968,-2.868884111768877,7.623340445183798,1352543119.8262112
2025-11-04,official-trump,7.26096027977624,1377511490.956575,1449139415.0952382,-3.560553946686784,7.6382039933464485,1345714387.505255
2025-11-05,official-trump,6.966926314706333,1084312238.9538848,1394772329.188405,-4.049518985648115,7.604449215718842,1279589551.342327
2025-11-06,official-trump,8.091216079417899,1112622938.622392,1618607985.037527,16.13752914737059,7.583483040942819,1100226552.3265593
2025-11-07,official-trump,7.596963619008626,800902355.8681037,1519158801.8827665,-6.108506503324406,7.598274526355406,960175392.221213
2025-11-08,official-trump,7.680893859409426,720257904.9258366,1534472798.5018082,1.1047866570111475,7.55391579583185,898157680.7034024
2025-11-09,official-trump,7.497856060993052,494957209.4785212,1498560088.7850387,-2.3830273112307676,7.517693124183428,865400061.4328941
2025-11-10,official-trump,7.7076084464375105,472416572.0669875,1542235727.334025,2.797498161316758,7.543203522821298,866140101.5531857
2025-11-11,official-trump,8.83731781716346,1913727801.1307604,1771288283.476125,14.657067475295849,7.768397456733758,942742431.5780694
2025-11-12,official-trump,7.879727658724123,837795548.5490261,1576134335.37121,-10.83575557936307,7.898797648736299,907525761.5202324
2025-11-13,official-trump,7.4703818774238355,620980711.7101655,1493437037.205672,-5.194922959641579,7.810107048451433,837291157.6756287
2025-11-14,official-trump,7.266029959504546,621957721.6546056,1455785424.1609895,-2.7354949354980063,7.7628308113794215,811727638.5022718
2025-11-15,official-trump,7.208995059846065,576895577.9160206,1443077110.5988889,-0.7849527180090243,7.695416697156085,791247306.072298
2025-11-16,official-trump,7.213442226619744,289014759.7728912,1442936227.419726,0.0616891360967875,7.654786149388469,761826956.1143509
2025-11-17,official-trump,7.065783387007722,380769651.7595746,1413187957.8784342,-2.046995525480433,7.563096855184213,748734538.9275777
2025-11-18,official-trump,6.89002917682779,501563211.32319593,1377936393.6236696,-2.487398785860051,7.284912763707689,546996740.3836399
2025-11-19,official-trump,7.126768178987355,457117939.03255993,1425088873.4535728,3.4359651618857345,7.177347123745294,492614224.73843044
2025-11-20,official-trump,6.857125640954414,408906538.68063,1371324081.476456,-3.7835177356821847,7.089739089963948,462317914.3056397
